Work ID,DOI,Title,Author,Year,Date,Citation count,Open access
W2072445382,https://doi.org/10.1371/journal.pone.0004732,A Global View of Cancer-Specific Transcript Variants by Subtractive Transcriptome-Wide Analysis,Chunjiang He|Fang Zhou|Zhixiang Zuo|Hanhua Cheng|Rongjia Zhou,2009,2009-03-06,82,Open Access
W1988871841,https://doi.org/10.1080/02699200400026884,Automatic speech recognition and training for severely dysarthric users of assistive technology: The STARDUST project,Mark Parker|Stuart Cunningham|Pam Enderby|Mark Hawley|Phil Green,2006,2006-01-01,52,Open Access
W2136904722,https://doi.org/10.1186/1746-4811-6-25,DPI-ELISA: a fast and versatile method to specify the binding of plant transcription factors to DNA in vitro,Luise H. Brand|Tobias Kirchler|Sabine Hummel|Christina Chaban|Dierk Wanke,2010,2010-11-25,100,Open Access
W2160161510,https://doi.org/10.1186/1475-2875-13-154,Perceptions and recommendations by scientists for a potential release of genetically modified mosquitoes in Nigeria,Patricia N. Okorie|John M. Marshall|Onoja Akpa|Olusegun G. Ademowo,2014,2014-04-23,32,Open Access
W2068652219,https://doi.org/10.1533/abbi.2005.0060,Development of a Multi‐DOF Electromyography Prosthetic System Using the Adaptive Joint Mechanism,Alejandro Hernández Arieta|Ryu Katoh|Hiroshi Yokoi|YE Wen-wei,2006,2006-01-01,66,Open Access
W4413252982,https://doi.org/10.7717/peerj-cs.2991,LPITutor: an LLM based personalized intelligent tutoring system using RAG and prompt engineering,Zhensheng Liu|Prateek Agrawal|Saurabh Singhal|Vishu Madaan|Mohit Kumar|Pawan Kumar Verma,2025,2025-08-08,23,Open Access
W4409585477,https://doi.org/10.36348/merjet.2025.v05i02.002,AI Property Valuation Tool for the UAE Real Estate Market,Layla A. A. Sultan|Mona Kaddura,2025,2025-04-16,0,Open Access
W4403137345,https://doi.org/10.1007/s10844-024-00898-1,Conversing with business process-aware large language models: the BPLLM framework,Mario Luca Bernardi|Angelo Casciani|Marta Cimitile|Andrea Marrella,2024,2024-10-04,28,Open Access
W2343055265,https://doi.org/10.1007/s00723-016-0785-5,The Lipari-Szabo Model-Free Analysis as a Method for Study of Molecular Motion in Solid State Heteronuclear Systems Using NMR Off-Resonance,Aneta Woźniak-Braszak|K. Jurga|M. Baranowski,2016,2016-04-28,5,Open Access
W4410430358,https://doi.org/10.1186/s41077-025-00357-z,From prompt to platform: an agentic AI workflow for healthcare simulation scenario design,F. Barra|Giovanna Rodella|Alessandro Costa|Antonio Scalogna|Luca Carenzo|Alice Monzani|Francesco Della Corte,2025,2025-05-16,29,Open Access
W7116098203,https://doi.org/10.5281/zenodo.17878580,Visual-language embeddings in large scale LiDAR SLAM for terrain segmentation,"Racinskis, Peteris|Arents, Janis|Greitans, Modris",2025,2025-12-10,0,Open Access
W7131664833,https://doi.org/10.48550/arxiv.2602.21704,Dynamic Multimodal Activation Steering for Hallucination Mitigation in Large Vision-Language Models,Jianghao Yin|Qin Chen|Kedi Chen|Jie Zhou|Xingjiao Wu|Liang He,2026,2026-02-25,0,Open Access
W4409784633,https://doi.org/10.32996/jcsts.2025.7.2.51,Demystifying AI-Enhanced Search Systems: A Technical Deep Dive,Nilesh Kumar Singh,2025,2025-04-25,0,Open Access
W4298803011,,A new approach for mountain areas cartography,Loïc Gondol|Arnaud Le Bris|François Lecordix|Loïc Gondol|Arnaud Le Bris|François Lecordix,2015,2015-07-05,0,NOT Open Access
W4413429496,https://doi.org/10.3390/math13172701,An AI Framework for Unlocking Actionable Insights from Text Reviews: A Cultural Heritage Case Study,Olga Mirković Maksimović|Matea Lukić|Ana Poledica|Ilija Antović|Dušan Savić,2025,2025-08-22,0,Open Access
W7117340464,,FA-RAG: Financial Advice System Using RAG Based on LLMs,Julian Miwa|Da Li|Tadahiko Kumamoto|Yukiko Kawai,2025,2025-12-23,0,NOT Open Access
W7154839046,https://doi.org/10.5281/zenodo.19642248,PDF Summarization And Query Answering: A Hybrid AI-Driven Approach,D.Hari Priya|Ch.Charmi Sri|A.Rohit|K. Reshma Sri|Ms.M.Soumya,2026,2026-01-01,0,Open Access
W7125211451,https://doi.org/10.5281/zenodo.18322577,VoiceDoc: A Voice-Activated Intelligent Document Assistant Using Advanced RAG Technology,Manav Patel,2026,2026-01-21,0,Open Access
W7170082850,https://doi.org/10.34218/ijrlis_04_02_001,USE OF AI TECHNOLOGY IN KNOWLEDGE ORGANISATION AND INFORMATION RETRIEVAL,Swapna G,2026,2026-07-21,0,Open Access
W7128039371,https://doi.org/10.21474/ijar01/22201,MEDSYNC-AI: A RETRIEVAL-AUGMENTED GENERATION PIPELINE FOR CONTEXT-AWARE MEDICAL QUESTION ANSWERING,Sadiya Maheen Siddiqui,2025,2025-11-30,0,Open Access
W7164008069,https://doi.org/10.1109/mcg.2026.3701906,LlymX: Multimodal LLM-Augmented XR for Context-Aware Information Access,Luca Cordioli|Matteo Valoriani|Maristella Matera,2026,2026-01-01,0,NOT Open Access
W7128573176,,Експериментальне дослідження компонентів RAG-системи та їх впливу на ефективність чат-ботів служб підтримки,В. Олійник|П. Поночовний,2026,2026-02-09,0,Open Access
W7148786980,https://doi.org/10.56975/ijnrd.v11i3.322511,INTELLIGENT DOCUMENT QUESTION ANSWERING SYSTEM USING LLM AND RAG,ABHINANTH ABHINANTH|ASHVA ASHVA|Tharunesh Tharunesh|Sudha Sudha,2026,2026-03-01,0,Open Access
W2900022759,https://doi.org/10.1109/tap.2018.2880036,A Discrete Environment-Driven GPU-Based Ray Launching Algorithm,Jonathan S. Lu|Enrico M. Vitucci|Vittorio Degli‐Esposti|Franco Fuschini|Marina Barbiroli|Jerome A. Blaha|H.L. Bertoni,2018,2018-11-09,56,Open Access
W2093291249,https://doi.org/10.4028/www.scientific.net/amr.201-203.2330,Wavelet-Contourlet Retrieval Using Energy and Kurtosis Features,Xin Wu Chen|Zhan Qing|Li Wei Liu,2011,2011-02-01,0,Open Access
W4410374198,https://doi.org/10.38124/ijisrt/25apr1658,Multi Agent Research Team (MART),S. Angel Latha Mary|Hamesh Ranjan R|Rahul Rajkumar|K Rupika|K Sukanth,2025,2025-05-14,0,Open Access
W7140185770,https://doi.org/10.1299/jsmemecj.2025.s121-05,Development of Design Insight CAD program generation system using generative AI,Junya YOSHIDA|Tatsuya HASEBE|Erika KATAYAMA,2025,2025-01-01,0,Open Access
W4413399739,https://doi.org/10.46632/jdaai/4/3/8,Sustainable Bites Leveraging AI to Decode Food Emissions and Nutrition for Conscious Consumption,,2025,2025-08-21,0,Open Access
W7129212131,https://doi.org/10.48550/arxiv.2602.13594,Hippocampus: An Efficient and Scalable Memory Module for Agentic AI,Yi Ju Li|Lianjie Cao|Faraz Ahmed|Puneet Sharma|Bingzhe Li,2026,2026-02-14,0,Open Access
W7117245891,https://doi.org/10.36948/ijfmr.2025.v07i06.62449,"Offline Speech Translation Systems: A Review of Opportunities, Technologies, and Future Prospects",Rashvin Vij,2025,2025-12-20,0,Open Access
W7116042697,https://doi.org/10.5281/zenodo.17878579,Visual-language embeddings in large scale LiDAR SLAM for terrain segmentation,"Racinskis, Peteris|Arents, Janis|Greitans, Modris",2025,2025-12-10,0,Open Access
W2374730881,,Construction of Land Resources Remote Sensing Image Database System of Yunnan Province,Huang Wen,2012,2012-01-01,0,NOT Open Access
W7138015040,https://doi.org/10.5281/zenodo.19059368,Why Storage Systems Lose Computational Work,Rich Kopcho,2026,2026-03-11,0,Open Access
W7170028651,,Implementation of an Academic Information Chatbot Based on Retrieval-Augmented Generation (RAG) Using LLaMA 3.1,Mochamad Alfan Rosid|Muhammad Saddam Heykal Bustomy| Suprianto|Hamzah Setiawan,2026,2026-04-22,0,NOT Open Access
W7154845355,https://doi.org/10.5281/zenodo.19642249,PDF Summarization And Query Answering: A Hybrid AI-Driven Approach,D.Hari Priya|Ch.Charmi Sri|A.Rohit|K. Reshma Sri|Ms.M.Soumya,2026,2026-01-01,0,Open Access
W7141817143,https://doi.org/10.55214/2576-8484.v10i3.12519,Software requirements analysis with large language model based artificial intelligence aid,Han Seong Son,2026,2026-03-25,0,Open Access
W7164852099,https://doi.org/10.1109/tii.2026.3694931,Data-Driven Disassembly Line Allocation via RoBERTa Fine-Tuning and Reinforcement Learning,Xiwang Guo|Tongyuan Zhang|Jiacun Wang|Shixin Liu|Shujin Qin|Liang Qi|Yingjun Ji|Jiangtao Cao,2026,2026-01-01,0,NOT Open Access
W7125226482,https://doi.org/10.5281/zenodo.18322576,VoiceDoc: A Voice-Activated Intelligent Document Assistant Using Advanced RAG Technology,Manav Patel,2026,2026-01-21,0,Open Access
W7130876051,https://doi.org/10.5120/ijca2026926407,A domain-adapted abstractive Transformer model for multilingual summarization of agricultural literature,D. Chandrakala|Jayanth R|Gowtham P.|Bala Pranav V.S.,2026,2026-02-20,0,Open Access
W4414592870,https://doi.org/10.3390/s25195995,Agentic Search Engine for Real-Time Internet of Things Data,Abdelrahman Elewah|Khalid Elgazzar|Said Elnaffar,2025,2025-09-28,3,Open Access
W4411472741,https://doi.org/10.1126/sciadv.adv5109,Gaia: An AI-enabled genomic context–aware platform for protein sequence annotation,Nishant Jha|Joshua Kravitz|Jacob West-Roberts|Cong Lu|Antônio Pedro Camargo|Simon Roux|Andre Cornman|Yunha Hwang,2025,2025-06-20,26,Open Access
W4403134104,https://doi.org/10.1016/j.esmorw.2024.100078,Superhuman performance on urology board questions using an explainable language model enhanced with European Association of Urology guidelines,Martin J. Hetz|Nicolas Carl|Sarah Haggenmüller|Christoph Wies|Jakob Nikolas Kather|Manuel Michel|Frederik Wessels|Titus J. Brinker,2024,2024-10-04,22,Open Access
W4319663642,https://doi.org/10.1109/access.2023.3243633,Research on Multi-Sensor Fusion SLAM Algorithm Based on Improved Gmapping,Chengjun Tian|Haobo Liu|Zhe Liu|Hongyang Li|Yuyu Wang,2023,2023-01-01,51,Open Access
W4376616590,https://doi.org/10.1063/5.0150269,Spin selective charge recombination in chiral donor–bridge–acceptor triads,Thomas P. Fay|David T. Limmer,2023,2023-05-15,14,Open Access
W7123848857,https://doi.org/10.1145/3786687,RAIRS: Optimizing Redundant Assignment and List Layout for IVF-Based ANN Search,Zehai Yang|Shimin Chen,2026,2026-04-02,0,Open Access
W4389785739,https://doi.org/10.1038/s43247-023-01084-x,ChatClimate: Grounding conversational AI in climate science,Saeid Ashraf Vaghefi|Dominik Stammbach|Veruska Muccione|Julia Bingler|Jingwei Ni|Mathias Kraus|Simon Allen|Chiara Colesanti-Senni|Tobias Wekhof|Tobias Schimanski|Glen Gostlow|Tingyu Yu|Qian Wang|Nicolas Webersinke|Christian Huggel|Markus Leippold,2023,2023-12-15,126,Open Access
W1970116131,https://doi.org/10.1371/journal.pntd.0000836,Chagas Disease Risk in Texas,Sahotra Sarkar|Stavana E. Strutz|David Frank|Chissa–Louise Rivaldi|Blake Sissel|Víctor Sánchez‐Cordero,2010,2010-10-05,139,Open Access
W4386069456,https://doi.org/10.1038/s41598-023-40929-5,Spatial distribution and ecological niche modeling of geographical spread of Anopheles gambiae complex in Nigeria using real time data,Adedapo Adeogun|Ayodele S. Babalola|Okefu Oyale Okoko|Tolulope Oyeniyi|Ahmed Idowu Omotayo|Romoke T. Izekor|Oluwakemi Adetunji|Abiodun Olakiigbe|Olalekan E. Olagundoye|Monsuru Adeleke|Cynthia Ojianwuna|Dagona Adamu|Abdullahi Muhammad Daskum|Jibrin Musa|Obadiah Sambo|Oduola Adedayo|Petrus Uchenna Inyama|Lazarus Musa Samdi|Abiodun Obembe|Musa Mustapha Dogara|Poloma Kennedy|Suleiman Mohammed|Rebecca Samuel|Chioma Amajoh|Musa Adesola|Mohammed Bala|Mary Esema|Mamudu Omo-Eboh|Marianne Sinka|O. A. Idowu|Adeolu Taiwo Ande|Israel Kayode Olayemi|A.M. Yayo|Perpetua Uhomoibhi|Samson Awolola|Babatunde Lawal Salako,2023,2023-08-22,56,Open Access
W3011966746,https://doi.org/10.3390/ijerph17061941,Academic Emotion Classification and Recognition Method for Large-scale Online Learning Environment—Based on A-CNN and LSTM-ATT Deep Learning Pipeline Method,Xiang Feng|Yaojia Wei|Xianglin Pan|Longhui Qiu|Yongmei Ma,2020,2020-03-16,59,Open Access
W3030862753,https://doi.org/10.1016/j.scitotenv.2020.139253,Statistical prediction of the nocturnal urban heat island intensity based on urban morphology and geographical factors - An investigation based on numerical model results for a large ensemble of French cities,Thomas Gardes|Robert Schoetter|Julia Hidalgo|Nathalie Long|Eva Marquès|Valéry Masson,2020,2020-05-26,69,Open Access
W2034136227,https://doi.org/10.1098/rstb.2013.0551,"Climate, environmental and socio-economic change: weighing up the balance in vector-borne disease transmission",Paul E. Parham|Joanna Waldock|George K. Christophides|Deborah Hemming|Folashade B. Agusto|Katherine J. Evans|Nina H. Fefferman|Holly Gaff|Abba B. Gumel|Shannon L. LaDeau|Suzanne Lenhart|Ronald E. Mickens|Elena N. Naumova|Richard S. Ostfeld|P. D. Ready|Matthew B. Thomas|Jorge X. Velasco‐Hernández|Edwin Michael,2015,2015-02-16,347,Open Access
W2123887743,https://doi.org/10.1093/nar/gku1241,The 2015 <i>Nucleic Acids Research</i> Database Issue and Molecular Biology Database Collection,Michael Y. Galperin|Daniel J. Rigden|Xosé M. Fernández,2015,2015-01-15,71,Open Access
W7165149664,https://doi.org/10.26907/1562-5419-2026-29-3-860-876,Development of an Intelligent Search System for the Mathematical Archive of Publications,Алексей Алексеевич Насибулин|Olga Muratovna Ataeva,2026,2026-06-16,0,Open Access
W7128592442,https://doi.org/10.26855/ea.2025.10.007,A Study on Question-answering Retrieval System Based on Large Language Models and RAG Technology,Xingang Wu|Yajie Huang|Yu Li|Yifei Duan|Xiaowei Li|Mingze Wu,2025,2025-11-17,0,Open Access
W7136079901,https://doi.org/10.5281/zenodo.19033754,Archived versions of paper-referenced snapshot and latest release of ComProScanner,Aritra Roy|Enrico Grisan|John Buckeridge|Chiara Gattinoni,2026,2026-03-15,0,Open Access
W4410923413,https://doi.org/10.30574/wjaets.2025.15.2.0597,"Engineering enterprise data infrastructure: Architecting scalable pipelines, APIs, machine learning systems, and cloud-native deployment frameworks",Naveen Srikanth Pasupuleti,2025,2025-05-30,0,Open Access
W7165637979,https://doi.org/10.22214/ijraset.2026.83837,LawGPT: Connects Users with Justice via AI,Ved Jain|Adhikesh Pawar|Smruti Bhosale|Janvi Darve|Dr. S. L. Bangare,2026,2026-06-23,0,Open Access
W7164942875,https://doi.org/10.58224/2658-5693-2026-9-4-203-209,Обзор практики Европейского патентного ведомства по вопросам патентоспособности решений в области обработки данных и искусственного интеллекта (на примере систем интеллектуальной обработки векторных баз данных,С.В. Давымока,2026,2026-06-08,0,Open Access
W4411121655,https://doi.org/10.56975/tijer.v12i6.158364,Technical Review: Data Engineering in the AI Era,Srinivas Rao Kotla,2025,2025-01-01,0,Open Access
W4415501368,https://doi.org/10.55549/epstem.1803146,ELIF: An End-to-End Architecture for an Observable and Continuously Learning AI Assistant,E. Gözde Çağlar|Mustafa Berk Keles|Mehmet Kutanoglu|Memnun Demir,2025,2025-10-24,0,Open Access
W7155376455,https://doi.org/10.22214/ijraset.2026.80501,Retrieval-Augmented Legal Document Summarization and Case Prediction using FAISS,Mrs. T. Nagamani,2026,2026-04-23,0,Open Access
W7107963063,https://doi.org/10.5281/zenodo.17759336,Balancing innovation and ethics in Cloud-Driven CRM and security solutions,"Kattula, Nagasruthi",2025,2025-04-30,0,Open Access
W7151040081,https://doi.org/10.5281/zenodo.19438010,SmartNote Navigator-An AI Powered Intelligent Navigation System using LLMs,Ms.  Spandana Kumari Nindugunda|Ms.  Chandini Kumili|Mr.  Kiran Munakala|Mr.  Rakesh Kalla,2026,2026-04-06,0,Open Access
W3045857800,https://doi.org/10.18280/ts.370305,Big Data-Driven Feature Extraction and Clustering Based on Statistical Methods,Venkata Rao Maddumala|R. Arunkumar,2020,2020-06-30,20,Open Access
W7167558693,,В напрямку розробки методології автоматизованого профілювання безпеки на основі LLM відповідно до українських норм кібербезпеки,Ірина Стьопочкіна|Даніїл Шафранський|Микола Ільїн,2026,2026-07-03,0,Open Access
W4410924181,https://doi.org/10.30574/wjaets.2025.15.2.0852,Enhancing legal practice through retrieval-augmented generation,Mitul Ashvinbhai Trivedi,2025,2025-05-30,0,Open Access
W7168147113,https://doi.org/10.20535/tacs.2664-29132026.1.356631,Towards the Development of an LLM-Based Methodology for Automated Security Profiling in Compliance with Ukrainian Cybersecurity Regulations,Iryna Stopochkina|Daniil Shafranskyi|Mykola Ilin,2026,2026-07-03,0,Open Access
W7136081545,https://doi.org/10.5281/zenodo.19019945,Archived (referenced in the Digital Discovery paper) and latest version of ComProScanner,Aritra Roy|Enrico Grisan|John Buckeridge|Chiara Gattinoni,2026,2026-03-14,0,Open Access
W7146200979,,深層学習と転移学習に基づく音楽の埋め込み抽出に関する研究,Xianzhe ZONG,2024,2024-07-01,0,Open Access
W4388982114,https://doi.org/10.1111/1758-2229.13218,Plasmids in environmental microbes: An annotated selection of World Wide Web sites relevant to the topics in environmental microbiology,Lawrence P. Wackett,2023,2023-11-24,0,Open Access
W7130705195,https://doi.org/10.1109/tps.2026.3660057,Generative AI-Powered Assistant for Pattern Recognition in TJ-II Stellarator,A. Pereira|Mayte Villalba|J. Garnacho|S. Moreno|Julio Rodríguez|A. Portas|J. M. Salido|S. Borrego|R. Carrasco|A. de la Peña|F. Lapayese,2026,2026-02-20,0,NOT Open Access
W7151087319,https://doi.org/10.5281/zenodo.19438009,SmartNote Navigator-An AI Powered Intelligent Navigation System using LLMs,Ms.  Spandana Kumari Nindugunda|Ms.  Chandini Kumili|Mr.  Kiran Munakala|Mr.  Rakesh Kalla,2026,2026-04-06,0,Open Access
W7136081358,https://doi.org/10.5281/zenodo.19033755,Archived versions of paper-referenced snapshot and latest release of ComProScanner,Aritra Roy|Enrico Grisan|John Buckeridge|Chiara Gattinoni,2026,2026-03-15,0,Open Access
W4405175171,https://doi.org/10.36948/ijfmr.2024.v06i01.20369,A Novel Approach to Semantic Search for Home Security Footage Using Generative AI and LLMs,Sibin Thomas -,2024,2024-02-22,0,Open Access
W4409591238,https://doi.org/10.30574/gjeta.2025.23.1.0094,Balancing innovation and ethics in Cloud-Driven CRM and security solutions,Nagasruthi Kattula,2025,2025-04-19,0,Open Access
W7131557127,,Yapay Zeka ile Şiir Çevirisinde Erişim Destekli Üretim (RAG) Mimarisi Yönteminin Çeviri Kalitesine Etkisi Üzerine Bir Değerlendirilme,Gökhan Ural,2026,2026-01-13,0,NOT Open Access
